pfamID	Uniprot_ID	seq id	alignment start	alignment end	Pfam_description.
P02760	AMBP_HUMAN	AMBP	230	282	Kunitz/Bovine pancreatic trypsin inhibitor domain
P02760	AMBP_HUMAN	AMBP	286	338	Kunitz/Bovine pancreatic trypsin inhibitor domain
P05067	A4_HUMAN	APP	290	342	Kunitz/Bovine pancreatic trypsin inhibitor domain
P10646	TFPI1_HUMAN	TFPI	53	105	Kunitz/Bovine pancreatic trypsin inhibitor domain
P10646	TFPI1_HUMAN	TFPI	124	176	Kunitz/Bovine pancreatic trypsin inhibitor domain
P10646	TFPI1_HUMAN	TFPI	216	268	Kunitz/Bovine pancreatic trypsin inhibitor domain
P12111	CO6A3_HUMAN	COL6A3	3111	3163	Kunitz/Bovine pancreatic trypsin inhibitor domain
P48307	TFPI2_HUMAN	TFPI2	157	209	Kunitz/Bovine pancreatic trypsin inhibitor domain
P48307	TFPI2_HUMAN	TFPI2	35	87	Kunitz/Bovine pancreatic trypsin inhibitor domain
P48307	TFPI2_HUMAN	TFPI2	95	150	Kunitz/Bovine pancreatic trypsin inhibitor domain
P49223	SPIT3_HUMAN	SPINT3	35	87	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q02388	CO7A1_HUMAN	COL7A1	2875	2930	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q06481	APLP2_HUMAN	APLP2	309	361	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q2UY09	COSA1_HUMAN	COL28A1	1071	1123	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q6UDR6	SPIT4_HUMAN	SPINT4	40	92	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q8IUA0	WFDC8_HUMAN	WFDC8	94	146	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q8TEU8	WFKN2_HUMAN	WFIKKN2	385	437	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q8TEU8	WFKN2_HUMAN	WFIKKN2	327	379	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q96NZ8	WFKN1_HUMAN	WFIKKN1	358	410	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q96NZ8	WFKN1_HUMAN	WFIKKN1	299	352	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q9BQY6	WFDC6_HUMAN	WFDC6	90	128	Kunitz/Bovine pancreatic trypsin inhibitor domain
O43280	TREA_HUMAN	TREH	46	551	Trehalase
O43281	EFS_HUMAN	EFS	371	556	Crk-Associated Substrate C-terminal domain
P56945	BCAR1_HUMAN	BCAR1	654	864	Crk-Associated Substrate C-terminal domain
Q14511	CASL_HUMAN	NEDD9	619	828	Crk-Associated Substrate C-terminal domain
Q9NQ75	CASS4_HUMAN	CASS4	596	785	Crk-Associated Substrate C-terminal domain
O43286	B4GT5_HUMAN	B4GALT5	253	331	N-terminal domain of galactosyltransferase
O60512	B4GT3_HUMAN	B4GALT3	215	292	N-terminal domain of galactosyltransferase
O60513	B4GT4_HUMAN	B4GALT4	213	290	N-terminal domain of galactosyltransferase
O60909	B4GT2_HUMAN	B4GALT2	235	312	N-terminal domain of galactosyltransferase
P15291	B4GT1_HUMAN	B4GALT1	267	344	N-terminal domain of galactosyltransferase
Q9UBV7	B4GT7_HUMAN	B4GALT7	181	258	N-terminal domain of galactosyltransferase
Q9UBX8	B4GT6_HUMAN	B4GALT6	247	325	N-terminal domain of galactosyltransferase
O43286	B4GT5_HUMAN	B4GALT5	114	249	N-terminal region of glycosyl transferase group 7
O60512	B4GT3_HUMAN	B4GALT3	77	210	N-terminal region of glycosyl transferase group 7
O60513	B4GT4_HUMAN	B4GALT4	77	209	N-terminal region of glycosyl transferase group 7
O60909	B4GT2_HUMAN	B4GALT2	97	231	N-terminal region of glycosyl transferase group 7
P15291	B4GT1_HUMAN	B4GALT1	130	263	N-terminal region of glycosyl transferase group 7
Q9UBV7	B4GT7_HUMAN	B4GALT7	80	177	N-terminal region of glycosyl transferase group 7
Q9UBX8	B4GT6_HUMAN	B4GALT6	108	243	N-terminal region of glycosyl transferase group 7
O43290	SNUT1_HUMAN	SART1	115	139	HIND motif
O43290	SNUT1_HUMAN	SART1	165	753	SART-1 family
O43292	GPAA1_HUMAN	GPAA1	125	615	Gaa1-like, GPI transamidase component 
O43294	TGFI1_HUMAN	TGFB1I1	9	136	Paxillin family
P49023	PAXI_HUMAN	PXN	44	253	Paxillin family
O43299	AP5Z1_HUMAN	AP5Z1	320	437	AP-5 complex subunit, vesicle trafficking
O43303	CP110_HUMAN	CCP110	29	106	Calcium-dependent calmodulin binding
O43304	S14L5_HUMAN	SEC14L5	241	287	CRAL/TRIO, N-terminal domain
P12271	RLBP1_HUMAN	RLBP1	16	116	CRAL/TRIO, N-terminal domain
P49638	TTPA_HUMAN	TTPA	38	72	CRAL/TRIO, N-terminal domain
Q5SYC1	CLVS2_HUMAN	CLVS2	3	74	CRAL/TRIO, N-terminal domain
Q8IUQ0	CLVS1_HUMAN	CLVS1	23	96	CRAL/TRIO, N-terminal domain
Q92503	S14L1_HUMAN	SEC14L1	251	299	CRAL/TRIO, N-terminal domain
Q9BTX7	TTPAL_HUMAN	TTPAL	38	101	CRAL/TRIO, N-terminal domain
O43304	S14L5_HUMAN	SEC14L5	17	173	PRELI-like family
Q8N945	PRLD2_HUMAN	PRELID2	16	185	PRELI-like family
Q92503	S14L1_HUMAN	SEC14L1	17	173	PRELI-like family
Q96N28	PLD3A_HUMAN	PRELID3A	15	170	PRELI-like family
Q9Y255	PRLD1_HUMAN	PRELID1	16	172	PRELI-like family
Q9Y3B1	PLD3B_HUMAN	PRELID3B	15	170	PRELI-like family
O43306	ADCY6_HUMAN	ADCY6	970	1164	Adenylate and Guanylate cyclase catalytic domain
O43306	ADCY6_HUMAN	ADCY6	370	554	Adenylate and Guanylate cyclase catalytic domain
O60266	ADCY3_HUMAN	ADCY3	310	493	Adenylate and Guanylate cyclase catalytic domain
O60266	ADCY3_HUMAN	ADCY3	914	1121	Adenylate and Guanylate cyclase catalytic domain
O60503	ADCY9_HUMAN	ADCY9	385	573	Adenylate and Guanylate cyclase catalytic domain
O60503	ADCY9_HUMAN	ADCY9	1049	1243	Adenylate and Guanylate cyclase catalytic domain
O75343	GCYB2_HUMAN	GUCY1B2	382	565	Adenylate and Guanylate cyclase catalytic domain
O95622	ADCY5_HUMAN	ADCY5	460	642	Adenylate and Guanylate cyclase catalytic domain
O95622	ADCY5_HUMAN	ADCY5	1062	1256	Adenylate and Guanylate cyclase catalytic domain
P16066	ANPRA_HUMAN	NPR1	867	1053	Adenylate and Guanylate cyclase catalytic domain
P20594	ANPRB_HUMAN	NPR2	852	1038	Adenylate and Guanylate cyclase catalytic domain
P25092	GUC2C_HUMAN	GUCY2C	815	1002	Adenylate and Guanylate cyclase catalytic domain
P33402	GCYA2_HUMAN	GUCY1A2	512	699	Adenylate and Guanylate cyclase catalytic domain
P40145	ADCY8_HUMAN	ADCY8	973	1172	Adenylate and Guanylate cyclase catalytic domain
P40145	ADCY8_HUMAN	ADCY8	405	589	Adenylate and Guanylate cyclase catalytic domain
P51828	ADCY7_HUMAN	ADCY7	270	451	Adenylate and Guanylate cyclase catalytic domain
P51828	ADCY7_HUMAN	ADCY7	870	1069	Adenylate and Guanylate cyclase catalytic domain
P51841	GUC2F_HUMAN	GUCY2F	875	1062	Adenylate and Guanylate cyclase catalytic domain
Q02108	GCYA1_HUMAN	GUCY1A1	472	658	Adenylate and Guanylate cyclase catalytic domain
Q02153	GCYB1_HUMAN	GUCY1B1	412	606	Adenylate and Guanylate cyclase catalytic domain
Q02846	GUC2D_HUMAN	GUCY2D	871	1058	Adenylate and Guanylate cyclase catalytic domain
Q08462	ADCY2_HUMAN	ADCY2	878	1078	Adenylate and Guanylate cyclase catalytic domain
Q08462	ADCY2_HUMAN	ADCY2	281	465	Adenylate and Guanylate cyclase catalytic domain
Q08828	ADCY1_HUMAN	ADCY1	859	1056	Adenylate and Guanylate cyclase catalytic domain
Q08828	ADCY1_HUMAN	ADCY1	294	478	Adenylate and Guanylate cyclase catalytic domain
Q8NFM4	ADCY4_HUMAN	ADCY4	864	1064	Adenylate and Guanylate cyclase catalytic domain
Q8NFM4	ADCY4_HUMAN	ADCY4	264	438	Adenylate and Guanylate cyclase catalytic domain
Q96PN6	ADCYA_HUMAN	ADCY10	37	218	Adenylate and Guanylate cyclase catalytic domain
Q96PN6	ADCYA_HUMAN	ADCY10	285	464	Adenylate and Guanylate cyclase catalytic domain
O43306	ADCY6_HUMAN	ADCY6	11	368	Adenylyl cyclase N-terminal extracellular and transmembrane region
O60266	ADCY3_HUMAN	ADCY3	24	306	Adenylyl cyclase N-terminal extracellular and transmembrane region
O95622	ADCY5_HUMAN	ADCY5	1	458	Adenylyl cyclase N-terminal extracellular and transmembrane region
P40145	ADCY8_HUMAN	ADCY8	137	401	Adenylyl cyclase N-terminal extracellular and transmembrane region
P51828	ADCY7_HUMAN	ADCY7	15	256	Adenylyl cyclase N-terminal extracellular and transmembrane region
Q08462	ADCY2_HUMAN	ADCY2	28	266	Adenylyl cyclase N-terminal extracellular and transmembrane region
Q08828	ADCY1_HUMAN	ADCY1	34	292	Adenylyl cyclase N-terminal extracellular and transmembrane region
Q8NFM4	ADCY4_HUMAN	ADCY4	4	249	Adenylyl cyclase N-terminal extracellular and transmembrane region
O43306	ADCY6_HUMAN	ADCY6	580	669	Adenylate cyclase, conserved domain
O95622	ADCY5_HUMAN	ADCY5	668	761	Adenylate cyclase, conserved domain
P40145	ADCY8_HUMAN	ADCY8	617	712	Adenylate cyclase, conserved domain
P51828	ADCY7_HUMAN	ADCY7	485	593	Adenylate cyclase, conserved domain
Q08462	ADCY2_HUMAN	ADCY2	495	600	Adenylate cyclase, conserved domain
Q8NFM4	ADCY4_HUMAN	ADCY4	479	584	Adenylate cyclase, conserved domain
O43312	MTSS1_HUMAN	MTSS1	16	237	IRSp53/MIM homology domain
Q6UXY1	BI2L2_HUMAN	BAIAP2L2	16	226	IRSp53/MIM homology domain
Q765P7	MTSS2_HUMAN	MTSS2	15	239	IRSp53/MIM homology domain
Q9UHR4	BI2L1_HUMAN	BAIAP2L1	16	236	IRSp53/MIM homology domain
Q9UQB8	BAIP2_HUMAN	BAIAP2	17	237	IRSp53/MIM homology domain
O43314	VIP2_HUMAN	PPIP5K2	44	133	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain
Q6PFW1	VIP1_HUMAN	PPIP5K1	55	144	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain
O43314	VIP2_HUMAN	PPIP5K2	379	894	Histidine phosphatase superfamily (branch 2)
P11117	PPAL_HUMAN	ACP2	32	330	Histidine phosphatase superfamily (branch 2)
P15309	PPAP_HUMAN	ACP3	50	332	Histidine phosphatase superfamily (branch 2)
Q6PFW1	VIP1_HUMAN	PPIP5K1	390	910	Histidine phosphatase superfamily (branch 2)
Q8TE99	PXYP1_HUMAN	PXYLP1	87	424	Histidine phosphatase superfamily (branch 2)
Q9BZG2	PPAT_HUMAN	ACP4	31	321	Histidine phosphatase superfamily (branch 2)
Q9NPH0	PPA6_HUMAN	ACP6	49	379	Histidine phosphatase superfamily (branch 2)
Q9UNW1	MINP1_HUMAN	MINPP1	81	439	Histidine phosphatase superfamily (branch 2)
O43316	PAX4_HUMAN	PAX4	5	129	'Paired box' domain
P15863	PAX1_HUMAN	PAX1	98	222	'Paired box' domain
P23759	PAX7_HUMAN	PAX7	34	161	'Paired box' domain
P23760	PAX3_HUMAN	PAX3	34	159	'Paired box' domain
P26367	PAX6_HUMAN	PAX6	4	128	'Paired box' domain
P55771	PAX9_HUMAN	PAX9	4	128	'Paired box' domain
Q02548	PAX5_HUMAN	PAX5	16	140	'Paired box' domain
Q02962	PAX2_HUMAN	PAX2	16	140	'Paired box' domain
Q06710	PAX8_HUMAN	PAX8	9	133	'Paired box' domain
O43323	DHH_HUMAN	DHH	187	396	Hint module
Q14623	IHH_HUMAN	IHH	191	397	Hint module
Q15465	SHH_HUMAN	SHH	186	448	Hint module
O43323	DHH_HUMAN	DHH	23	185	Hedgehog amino-terminal signalling domain
Q14623	IHH_HUMAN	IHH	28	189	Hedgehog amino-terminal signalling domain
Q15465	SHH_HUMAN	SHH	24	184	Hedgehog amino-terminal signalling domain
O43365	HXA3_HUMAN	HOXA3	377	441	Domain of unknown function (DUF4074)
P14651	HXB3_HUMAN	HOXB3	365	429	Domain of unknown function (DUF4074)
P31249	HXD3_HUMAN	HOXD3	369	430	Domain of unknown function (DUF4074)
O43390	HNRPR_HUMAN	HNRNPR	37	106	Heterogeneous nuclear ribonucleoprotein Q acidic domain
O60506	HNRPQ_HUMAN	SYNCRIP	34	103	Heterogeneous nuclear ribonucleoprotein Q acidic domain
O43395	PRPF3_HUMAN	PRPF3	9	78	PWI domain
P49756	RBM25_HUMAN	RBM25	769	838	PWI domain
Q5T8P6	RBM26_HUMAN	RBM26	11	81	PWI domain
Q8IYB3	SRRM1_HUMAN	SRRM1	46	117	PWI domain
Q9P2N5	RBM27_HUMAN	RBM27	7	77	PWI domain
O43395	PRPF3_HUMAN	PRPF3	308	521	pre-mRNA processing factor 3 (PRP3)
O43395	PRPF3_HUMAN	PRPF3	544	673	Protein of unknown function (DUF1115)
P57060	RWD2B_HUMAN	RWDD2B	190	313	Protein of unknown function (DUF1115)
Q9UIY3	RWD2A_HUMAN	RWDD2A	158	282	Protein of unknown function (DUF1115)
O43396	TXNL1_HUMAN	TXNL1	126	268	PITH domain
Q9GZP4	PITH1_HUMAN	PITHD1	31	175	PITH domain
O43399	TPD54_HUMAN	TPD52L2	41	122	Tumour protein D52 family
O43399	TPD54_HUMAN	TPD52L2	115	168	Tumour protein D52 family
P55327	TPD52_HUMAN	TPD52	71	178	Tumour protein D52 family
Q16890	TPD53_HUMAN	TPD52L1	31	151	Tumour protein D52 family
Q96J77	TPD55_HUMAN	TPD52L3	24	122	Tumour protein D52 family
O43402	EMC8_HUMAN	EMC8	3	202	Uncharacterised protein family (UPF0172)
Q9Y3B6	EMC9_HUMAN	EMC9	3	191	Uncharacterised protein family (UPF0172)
O43405	COCH_HUMAN	COCH	32	121	LCCL domain
Q6UXI7	VITRN_HUMAN	VIT	38	133	LCCL domain
Q8N8Z6	DCBD1_HUMAN	DCBLD1	156	248	LCCL domain
Q96PD2	DCBD2_HUMAN	DCBLD2	187	287	LCCL domain
Q9H0B8	CRLD2_HUMAN	CRISPLD2	288	379	LCCL domain
Q9H0B8	CRLD2_HUMAN	CRISPLD2	389	488	LCCL domain
Q9H336	CRLD1_HUMAN	CRISPLD1	394	491	LCCL domain
Q9H336	CRLD1_HUMAN	CRISPLD1	293	384	LCCL domain
O43422	P52K_HUMAN	THAP12	5	86	THAP domain
Q7Z6K1	THAP5_HUMAN	THAP5	5	84	THAP domain
Q8NA92	THAP8_HUMAN	THAP8	5	85	THAP domain
Q8TBB0	THAP6_HUMAN	THAP6	5	89	THAP domain
Q8WTV1	THAP3_HUMAN	THAP3	5	82	THAP domain
Q8WY91	THAP4_HUMAN	THAP4	5	85	THAP domain
Q96EK4	THA11_HUMAN	THAP11	6	137	THAP domain
Q9BT49	THAP7_HUMAN	THAP7	5	93	THAP domain
Q9H0W7	THAP2_HUMAN	THAP2	5	80	THAP domain
Q9H5L6	THAP9_HUMAN	THAP9	5	89	THAP domain
Q9NVV9	THAP1_HUMAN	THAP1	5	81	THAP domain
Q9P2Z0	THA10_HUMAN	THAP10	5	90	THAP domain
O43422	P52K_HUMAN	THAP12	634	729	hAT family C-terminal dimerisation region
O60290	ZN862_HUMAN	ZNF862	989	1071	hAT family C-terminal dimerisation region
O75132	ZBED4_HUMAN	ZBED4	1086	1164	hAT family C-terminal dimerisation region
O96006	ZBED1_HUMAN	ZBED1	571	651	hAT family C-terminal dimerisation region
P86452	ZBED6_HUMAN	ZBED6	867	948	hAT family C-terminal dimerisation region
Q5SVZ6	ZMYM1_HUMAN	ZMYM1	1029	1118	hAT family C-terminal dimerisation region
O43422	P52K_HUMAN	THAP12	111	341	Domain of unknown function (DUF4371)
O60290	ZN862_HUMAN	ZNF862	586	707	Domain of unknown function (DUF4371)
O95789	ZMYM6_HUMAN	ZMYM6	863	992	Domain of unknown function (DUF4371)
Q5SVZ6	ZMYM1_HUMAN	ZMYM1	493	728	Domain of unknown function (DUF4371)
Q8IZ13	ZBED8_HUMAN	ZBED8	130	254	Domain of unknown function (DUF4371)
O43427	FIBP_HUMAN	FIBP	3	363	Acidic fibroblast growth factor binding (FIBP) 
O43432	IF4G3_HUMAN	EIF4G3	1222	1334	MA3 domain
P78344	IF4G2_HUMAN	EIF4G2	544	657	MA3 domain
Q04637	IF4G1_HUMAN	EIF4G1	1242	1354	MA3 domain
Q53EL6	PDCD4_HUMAN	PDCD4	164	275	MA3 domain
Q53EL6	PDCD4_HUMAN	PDCD4	327	440	MA3 domain
Q5C9Z4	NOM1_HUMAN	NOM1	655	761	MA3 domain
Q9HCG8	CWC22_HUMAN	CWC22	455	561	MA3 domain
O43432	IF4G3_HUMAN	EIF4G3	1506	1585	eIF4-gamma/eIF5/eIF2-epsilon
P55010	IF5_HUMAN	EIF5	310	392	eIF4-gamma/eIF5/eIF2-epsilon
P78344	IF4G2_HUMAN	EIF4G2	826	904	eIF4-gamma/eIF5/eIF2-epsilon
Q04637	IF4G1_HUMAN	EIF4G1	1520	1599	eIF4-gamma/eIF5/eIF2-epsilon
Q13144	EI2BE_HUMAN	EIF2B5	641	720	eIF4-gamma/eIF5/eIF2-epsilon
Q7L1Q6	5MP2_HUMAN	BZW1	337	414	eIF4-gamma/eIF5/eIF2-epsilon
Q9Y6E2	5MP1_HUMAN	BZW2	338	415	eIF4-gamma/eIF5/eIF2-epsilon
O43439	MTG8R_HUMAN	CBFA2T2	507	543	MYND finger
O75081	MTG16_HUMAN	CBFA2T3	556	592	MYND finger
O75398	DEAF1_HUMAN	DEAF1	504	540	MYND finger
O75800	ZMY10_HUMAN	ZMYND10	394	430	MYND finger
O94966	UBP19_HUMAN	USP19	791	833	MYND finger
Q06455	MTG8_HUMAN	RUNX1T1	515	551	MYND finger
Q16342	PDCD2_HUMAN	PDCD2	135	172	MYND finger
Q4VC12	MSS51_HUMAN	MSS51	105	149	MYND finger
Q8IV38	ANKY2_HUMAN	ANKMY2	320	357	MYND finger
Q8IYR2	SMYD4_HUMAN	SMYD4	296	335	MYND finger
Q8NB12	SMYD1_HUMAN	SMYD1	52	90	MYND finger
Q96E35	ZMY19_HUMAN	ZMYND19	167	212	MYND finger
Q9BXT4	TDRD1_HUMAN	TDRD1	170	206	MYND finger
Q9GZT9	EGLN1_HUMAN	EGLN1	21	58	MYND finger
Q9H091	ZMY15_HUMAN	ZMYND15	313	359	MYND finger
Q9H0C1	ZMY12_HUMAN	ZMYND12	17	54	MYND finger
Q9H7B4	SMYD3_HUMAN	SMYD3	49	87	MYND finger
Q9NRG4	SMYD2_HUMAN	SMYD2	52	90	MYND finger
Q9P2S6	ANKY1_HUMAN	ANKMY1	880	920	MYND finger
O43439	MTG8R_HUMAN	CBFA2T2	331	397	NHR2 domain like
O75081	MTG16_HUMAN	CBFA2T3	379	445	NHR2 domain like
Q06455	MTG8_HUMAN	RUNX1T1	337	403	NHR2 domain like
O43451	MGA_HUMAN	MGAM	150	260	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
O43451	MGA_HUMAN	MGAM	1014	1128	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
P10253	LYAG_HUMAN	GAA	147	254	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
P14410	SUIS_HUMAN	SI	125	235	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
P14410	SUIS_HUMAN	SI	994	1108	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
Q2M2H8	MGAL_HUMAN	MGAM2	965	1084	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
Q2M2H8	MGAL_HUMAN	MGAM2	104	215	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
O43451	MGA_HUMAN	MGAM	349	821	Glycosyl hydrolases family 31 
O43451	MGA_HUMAN	MGAM	1215	1717	Glycosyl hydrolases family 31 
P10253	LYAG_HUMAN	GAA	340	824	Glycosyl hydrolases family 31 
P14410	SUIS_HUMAN	SI	324	797	Glycosyl hydrolases family 31 
P14410	SUIS_HUMAN	SI	1195	1691	Glycosyl hydrolases family 31 
Q14697	GANAB_HUMAN	GANAB	365	810	Glycosyl hydrolases family 31 
Q2M2H8	MGAL_HUMAN	MGAM2	1171	1671	Glycosyl hydrolases family 31 
Q2M2H8	MGAL_HUMAN	MGAM2	304	770	Glycosyl hydrolases family 31 
Q6NSJ0	MYORG_HUMAN	MYORG	311	712	Glycosyl hydrolases family 31 
Q8TET4	GANC_HUMAN	GANC	334	779	Glycosyl hydrolases family 31 
O43451	MGA_HUMAN	MGAM	90	133	Trefoil (P-type) domain
O43451	MGA_HUMAN	MGAM	957	999	Trefoil (P-type) domain
P04155	TFF1_HUMAN	TFF1	31	71	Trefoil (P-type) domain
P10253	LYAG_HUMAN	GAA	82	130	Trefoil (P-type) domain
P14410	SUIS_HUMAN	SI	933	977	Trefoil (P-type) domain
P14410	SUIS_HUMAN	SI	63	109	Trefoil (P-type) domain
Q03403	TFF2_HUMAN	TFF2	31	72	Trefoil (P-type) domain
Q03403	TFF2_HUMAN	TFF2	81	121	Trefoil (P-type) domain
Q07654	TFF3_HUMAN	TFF3	46	86	Trefoil (P-type) domain
Q12836	ZP4_HUMAN	ZP4	143	182	Trefoil (P-type) domain
Q2M2H8	MGAL_HUMAN	MGAM2	43	87	Trefoil (P-type) domain
Q2M2H8	MGAL_HUMAN	MGAM2	907	949	Trefoil (P-type) domain
O43463	SUV91_HUMAN	SUV39H1	136	235	Pre-SET motif
Q15047	SETB1_HUMAN	SETDB1	682	795	Pre-SET motif
Q53H47	SETMR_HUMAN	SETMAR	29	131	Pre-SET motif
Q96KQ7	EHMT2_HUMAN	EHMT2	926	1030	Pre-SET motif
Q96T68	SETB2_HUMAN	SETDB2	246	359	Pre-SET motif
Q9H5I1	SUV92_HUMAN	SUV39H2	145	242	Pre-SET motif
Q9H9B1	EHMT1_HUMAN	EHMT1	1014	1118	Pre-SET motif
O43464	HTRA2_HUMAN	HTRA2	182	320	Trypsin-like peptidase domain
P83105	HTRA4_HUMAN	HTRA4	202	340	Trypsin-like peptidase domain
P83110	HTRA3_HUMAN	HTRA3	175	319	Trypsin-like peptidase domain
Q2T9J0	TYSD1_HUMAN	TYSND1	357	496	Trypsin-like peptidase domain
Q6SJ93	F111B_HUMAN	FAM111B	475	664	Trypsin-like peptidase domain
Q92743	HTRA1_HUMAN	HTRA1	204	342	Trypsin-like peptidase domain
Q96PZ2	F111A_HUMAN	FAM111A	370	555	Trypsin-like peptidase domain
O43482	MS18B_HUMAN	OIP5	76	184	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
O60688	YPEL1_HUMAN	YPEL1	19	119	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
P61236	YPEL3_HUMAN	YPEL3	20	118	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
P62699	YPEL5_HUMAN	YPEL5	13	119	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q96NS1	YPEL4_HUMAN	YPEL4	27	127	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q96QA6	YPEL2_HUMAN	YPEL2	19	118	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q96SW2	CRBN_HUMAN	CRBN	319	437	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q9NYP9	MS18A_HUMAN	MIS18A	81	188	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
O43490	PROM1_HUMAN	PROM1	18	820	Prominin
Q8N271	PROM2_HUMAN	PROM2	25	807	Prominin
O43491	E41L2_HUMAN	EPB41L2	892	998	4.1 protein C-terminal domain (CTD)
P11171	EPB41_HUMAN	EPB41	753	860	4.1 protein C-terminal domain (CTD)
Q9H4G0	E41L1_HUMAN	EPB41L1	774	868	4.1 protein C-terminal domain (CTD)
Q9Y2J2	E41L3_HUMAN	EPB41L3	973	1079	4.1 protein C-terminal domain (CTD)
O43491	E41L2_HUMAN	EPB41L2	630	676	SAB domain
P11171	EPB41_HUMAN	EPB41	667	715	SAB domain
Q9H4G0	E41L1_HUMAN	EPB41L1	493	544	SAB domain
Q9Y2J2	E41L3_HUMAN	EPB41L3	717	765	SAB domain
O43493	TGON2_HUMAN	TGOLN2	293	437	Keratinocyte-associated gene product
Q8NC54	KCT2_HUMAN	KCT2	79	265	Keratinocyte-associated gene product
O43504	LTOR5_HUMAN	LAMTOR5	1	88	Ragulator complex protein LAMTOR5
O43505	B4GA1_HUMAN	B4GAT1	94	409	Glycosyl-transferase for dystroglycan
O95461	LARG1_HUMAN	LARGE1	473	540	Glycosyl-transferase for dystroglycan
O95461	LARG1_HUMAN	LARGE1	534	743	Glycosyl-transferase for dystroglycan
Q8N3Y3	LARG2_HUMAN	LARGE2	431	498	Glycosyl-transferase for dystroglycan
Q8N3Y3	LARG2_HUMAN	LARGE2	482	695	Glycosyl-transferase for dystroglycan
O43511	S26A4_HUMAN	SLC26A4	84	485	Sulfate permease family
P40879	S26A3_HUMAN	SLC26A3	73	475	Sulfate permease family
P50443	S26A2_HUMAN	SLC26A2	108	518	Sulfate permease family
P58743	S26A5_HUMAN	SLC26A5	80	475	Sulfate permease family
Q7LBE3	S26A9_HUMAN	SLC26A9	71	469	Sulfate permease family
Q86WA9	S2611_HUMAN	SLC26A11	48	441	Sulfate permease family
Q8NG04	S2610_HUMAN	SLC26A10	34	413	Sulfate permease family
Q8TE54	S26A7_HUMAN	SLC26A7	47	444	Sulfate permease family
Q96RN1	S26A8_HUMAN	SLC26A8	92	493	Sulfate permease family
Q9BXS9	S26A6_HUMAN	SLC26A6	90	480	Sulfate permease family
Q9H2B4	S26A1_HUMAN	SLC26A1	69	477	Sulfate permease family
O43511	S26A4_HUMAN	SLC26A4	536	725	STAS domain
P40879	S26A3_HUMAN	SLC26A3	526	716	STAS domain
P50443	S26A2_HUMAN	SLC26A2	569	715	STAS domain
P58743	S26A5_HUMAN	SLC26A5	526	709	STAS domain
Q7LBE3	S26A9_HUMAN	SLC26A9	520	733	STAS domain
Q86WA9	S2611_HUMAN	SLC26A11	470	576	STAS domain
Q8NG04	S2610_HUMAN	SLC26A10	410	537	STAS domain
Q8TE54	S26A7_HUMAN	SLC26A7	493	637	STAS domain
Q96RN1	S26A8_HUMAN	SLC26A8	544	791	STAS domain
Q9BXS9	S26A6_HUMAN	SLC26A6	531	738	STAS domain
Q9H2B4	S26A1_HUMAN	SLC26A1	531	683	STAS domain
O43513	MED7_HUMAN	MED7	7	164	MED7 protein
O43520	AT8B1_HUMAN	ATP8B1	919	1173	Phospholipid-translocating P-type ATPase C-terminal
O43861	ATP9B_HUMAN	ATP9B	900	1140	Phospholipid-translocating P-type ATPase C-terminal
O60312	AT10A_HUMAN	ATP10A	1057	1302	Phospholipid-translocating P-type ATPase C-terminal
O60423	AT8B3_HUMAN	ATP8B3	965	1216	Phospholipid-translocating P-type ATPase C-terminal
O75110	ATP9A_HUMAN	ATP9A	811	1040	Phospholipid-translocating P-type ATPase C-terminal
O94823	AT10B_HUMAN	ATP10B	1081	1326	Phospholipid-translocating P-type ATPase C-terminal
P98196	AT11A_HUMAN	ATP11A	851	1103	Phospholipid-translocating P-type ATPase C-terminal
P98198	AT8B2_HUMAN	ATP8B2	859	1113	Phospholipid-translocating P-type ATPase C-terminal
Q8NB49	AT11C_HUMAN	ATP11C	845	1097	Phospholipid-translocating P-type ATPase C-terminal
